rainfall,temp,soil_type,cultivation_method,fertilizer,yield,humidity,tree_name
3522.8,41,Đất đá ong,Truyền thống,Vô cơ,4,60,Thảo quả
3522.8,41,Đất đá ong,Truyền thống,Hữu cơ,9,57,Tiêu
3729.8,42,Đất đá ong,Truyền thống,Hữu cơ,12,57,Tiêu
3729.8,42,Đất đá ong,Truyền thống,Hữu cơ,2089,54,Tiêu
3729.8,42,Đất đá ong,Truyền thống,Hữu cơ,2810,54.5,Tiêu
2746.2,43,Đất đá ong,Truyền thống,Hữu cơ,841,56.6,Tiêu
2746.2,43,Đất đá ong,Truyền thống,Hữu cơ,3550,55.5,Tiêu
2746.2,27,Đất đá ong,Truyền thống,Hữu cơ,109,58.5,Tiêu
3360,27,Đất đá ong,Truyền thống,Hữu cơ,3368,59.5,Tiêu
3360,27,Đất đá ong,Hữu cơ,Hữu cơ,3671,55,Tiêu
3360,27,Đất đá ong,Hữu cơ,Hữu cơ,2404,53,Tiêu
3605.4,27,Đất đá ong,Hữu cơ,Hữu cơ,2805,53.5,Tiêu
3605.4,27,Đất đá ong,Hữu cơ,Hữu cơ,2331,52.5,Tiêu
3605.4,27.2,Đất đá ong,Hữu cơ,Hữu cơ,2088,56,Tiêu
3512.4,27.2,Đất đá ong,Hữu cơ,Hữu cơ,2628,57,Tiêu
3512.4,27.2,Đất đá ong,Hữu cơ,Hữu cơ,1939,57.5,Tiêu
3512.4,27,Đất đá ong,Hữu cơ,Không sử dụng,1871,57,Cau
3296,27,Đất đá ong,Hữu cơ,Không sử dụng,1868,55,Cau
3296,27,Đất đá ong,Hữu cơ,Không sử dụng,127919,56,Cau
3296,27,Đất đá ong,Hữu cơ,Không sử dụng,75340,54,Cau
3550,27,Đất đá ong,Hữu cơ,Không sử dụng,29170,58,Cau
3550,27,Đất đá ong,Hữu cơ,Không sử dụng,1901,58,Cau
3550,27.2,Đất đá ong,Hữu cơ,Không sử dụng,972,59,Cau
3654,27.2,Đất đá ong,Hữu cơ,Không sử dụng,874,50,Cau
3654,27.2,Đất đá ong,Hữu cơ,Không sử dụng,592,54,Cau
3654,27.1,Đất đá ong,Hữu cơ,Không sử dụng,864,53,Cau
233,27.1,Đất đá ong,Hữu cơ,Không sử dụng,5373,52,Cau
233,27.1,Đất đá ong,Hữu cơ,Không sử dụng,6589,51,Cau
233,26.8,Đất đá ong,Hữu cơ,Không sử dụng,5107,57,Cau
234,26.8,Đất đá ong,Hữu cơ,Không sử dụng,5518,57,Cau
234,26.8,Đất đá ong,Hữu cơ,Không sử dụng,4912,60,Cau
234,37,Đất đá ong,Hữu cơ,Hữu cơ,3830,57,Gừng
3105,37,Đất đá ong,Hữu cơ,Hữu cơ,4,57,Gừng
3105,37,Đất đá ong,Hữu cơ,Hữu cơ,9,54,Gừng
3105,38,Đất đá ong,Hữu cơ,Hữu cơ,12,54.5,Gừng
236,38,Đất đá ong,Hữu cơ,Hữu cơ,2089,56.6,Gừng
236,38,Đất đá ong,Hữu cơ,Hữu cơ,2810,55.5,Gừng
2903.1,39,Đất đá ong,Hữu cơ,Hữu cơ,841,58.5,Gừng
2903.1,39,Đất đá ong,Hữu cơ,Hữu cơ,3550,59.5,Gừng
2903.1,39,Đất đá ong,Hữu cơ,Hữu cơ,109,55,Gừng
2996.6,40,Đất đá ong,Hữu cơ,Hữu cơ,3368,53,Gừng
2996.6,40,Đất đá ong,Hữu cơ,Hữu cơ,3671,53.5,Gừng
2996.6,40,Đất đá ong,Hữu cơ,Hữu cơ,2404,52.5,Gừng
3522.8,41,Đất đá ong,Hữu cơ,Hữu cơ,2805,56,Gừng
3522.8,41,Đất đá ong,Hữu cơ,Hữu cơ,2331,57,Gừng
3522.8,41,Đất đá ong,Hữu cơ,Hữu cơ,2088,57.5,Gừng
2903.1,42,Đất đá ong,Hữu cơ,Không sử dụng,2628,57,Trà
2903.1,42,Đất pha cát,Hữu cơ,Không sử dụng,1939,55,Trà
2903.1,42,Đất pha cát,Hữu cơ,Không sử dụng,1871,56,Trà
2996.6,43,Đất pha cát,Hữu cơ,Không sử dụng,1868,54,Trà
2996.6,27,Đất pha cát,Hữu cơ,Không sử dụng,127919,58,Trà
2996.6,27,Đất pha cát,Hữu cơ,Không sử dụng,75340,58,Trà
3522.8,27,Đất pha cát,Truyền thống,Hữu cơ,29170,59,Trà
3522.8,27,Đất pha cát,Truyền thống,Hữu cơ,1901,50,Trà
3522.8,27,Đất pha cát,Truyền thống,Hữu cơ,972,54,Trà
3729.8,27,Đất pha cát,Truyền thống,Hữu cơ,874,53,Trà
3729.8,27.2,Đất pha cát,Truyền thống,Hữu cơ,592,52,Trà
3729.8,27.2,Đất pha cát,Truyền thống,Hữu cơ,864,51,Trà
2746.2,27.2,Đất pha cát,Truyền thống,Hữu cơ,5373,57,Trà
2746.2,27,Đất pha cát,Truyền thống,Hữu cơ,6589,57,Trà
2746.2,27,Đất pha cát,Truyền thống,Hữu cơ,5107,60,Trà
3360,27,Đất pha cát,Truyền thống,Vô cơ,5518,57,Lúa
3360,27,Đất pha cát,Truyền thống,Vô cơ,4912,57,Lúa
3360,27,Đất pha cát,Truyền thống,Vô cơ,3830,54,Lúa
3605.4,27,Đất pha cát,Truyền thống,Vô cơ,313547,54.5,Lúa
3605.4,27.2,Đất pha cát,Truyền thống,Vô cơ,2783,56.6,Lúa
2903.1,27.2,Đất pha cát,Truyền thống,Vô cơ,1533,55.5,Lúa
2903.1,27.2,Đất pha cát,Truyền thống,Vô cơ,1647,58.5,Lúa
2903.1,27.1,Đất pha cát,Truyền thống,Vô cơ,975,59.5,Lúa
2996.6,27.1,Đất pha cát,Truyền thống,Vô cơ,2,55,Lúa
2996.6,27.1,Đất pha cát,Truyền thống,Vô cơ,836,53,Lúa
2996.6,26.8,Đất pha cát,Truyền thống,Vô cơ,806,53.5,Lúa
3522.8,26.8,Đất pha cát,Truyền thống,Vô cơ,880,52.5,Lúa
3522.8,26.8,Đất pha cát,Truyền thống,Vô cơ,770,56,Lúa
3522.8,37,Đất pha cát,Truyền thống,Vô cơ,395,57,Lúa
3729.8,37,Đất pha cát,Truyền thống,Vô cơ,187,57.5,Lúa
2903.1,37,Đất pha cát,Truyền thống,Hữu cơ,187,57,Lạc
2903.1,38,Đất pha cát,Truyền thống,Hữu cơ,121,55,Lạc
2903.1,38,Đất pha cát,Truyền thống,Hữu cơ,103,56,Lạc
2996.6,38,Đất pha cát,Truyền thống,Hữu cơ,71,54,Lạc
2996.6,39,Đất pha cát,Truyền thống,Hữu cơ,3961,58,Lạc
2996.6,39,Đất pha cát,Truyền thống,Hữu cơ,4247,58,Lạc
3522.8,39,Đất pha cát,Truyền thống,Hữu cơ,3290,59,Lạc
3522.8,40,Đất pha cát,Truyền thống,Hữu cơ,3138,50,Lạc
3522.8,40,Đất pha cát,Truyền thống,Hữu cơ,3423,54,Lạc
3729.8,40,Đất pha cát,Truyền thống,Hữu cơ,3899,53,Lạc
3729.8,41,Đất pha cát,Truyền thống,Hữu cơ,4015,52,Lạc
3729.8,41,Đất pha cát,Truyền thống,Hữu cơ,4279,51,Lạc
2746.2,41,Đất pha cát,Truyền thống,Hữu cơ,4167,57,Lạc
2746.2,42,Đất pha cát,Truyền thống,Hữu cơ,4479,57,Lạc
2746.2,42,Đất pha cát,Truyền thống,Hữu cơ,3699,60,Lạc
3360,42,Đất pha cát,Thủy canh,Không sử dụng,4904,57,Đậu đen
3360,43,Đất pha cát,Thủy canh,Không sử dụng,2821,57,Đậu đen
3360,43,Đất pha cát,Thủy canh,Không sử dụng,3472,54,Đậu đen
3605.4,128,Đất pha cát,Thủy canh,Không sử dụng,3647,54.5,Đậu đen
3605.4,129,Đất pha cát,Thủy canh,Không sử dụng,393,56.6,Đậu đen
3605.4,130,Đất pha cát,Khí canh,Hữu cơ,167,55.5,Đậu đen
3512.4,131,Đất pha cát,Khí canh,Hữu cơ,71,58.5,Đậu đen
3512.4,132,Đen,Khí canh,Hữu cơ,52,59.5,Đậu đen
3512.4,133,Đen,Khí canh,Hữu cơ,313547,55,Đậu đen
3296,134,Đen,Khí canh,Hữu cơ,2783,53,Đậu đen
3296,135,Đen,Khí canh,Hữu cơ,1533,53.5,Đậu đen
3296,136,Đen,Khí canh,Hữu cơ,1647,52.5,Đậu đen
3550,137,Đen,Khí canh,Hữu cơ,975,56,Đậu đen
3550,138,Đen,Khí canh,Hữu cơ,2,59.5,Đậu đen
3550,139,Đen,Khí canh,Hữu cơ,836,55,Đậu đen
3654,140,Đen,Truyền thống,Vô cơ,806,53,Hạt điều
3654,141,Đen,Truyền thống,Vô cơ,880,53.5,Hạt điều
3654,142,Đen,Truyền thống,Vô cơ,770,52.5,Hạt điều
233,143,Đen,Truyền thống,Vô cơ,395,56,Hạt điều
233,144,Đen,Truyền thống,Vô cơ,187,57,Hạt điều
233,27,Đen,Truyền thống,Vô cơ,187,57.5,Hạt điều
234,27,Đen,Truyền thống,Vô cơ,121,57,Hạt điều
234,27,Đen,Truyền thống,Vô cơ,103,55,Hạt điều
234,27,Đen,Truyền thống,Vô cơ,71,56,Hạt điều
3105,27,Đen,Truyền thống,Vô cơ,3961,54,Hạt điều
3105,27,Đen,Truyền thống,Vô cơ,4247,58,Hạt điều
3105,27.2,Đen,Truyền thống,Vô cơ,3290,58,Hạt điều
236,27.2,Đen,Truyền thống,Vô cơ,3138,59,Hạt điều
236,27.2,Đen,Truyền thống,Vô cơ,3423,50,Hạt điều
2903.1,27,Đen,Truyền thống,Vô cơ,3899,54,Hạt điều
2903.1,27,Đen,Truyền thống,Hữu cơ,4015,53,Dừa
2903.1,27,Đen,Truyền thống,Hữu cơ,4279,59.5,Dừa
2996.6,27,Đất đỏ,Truyền thống,Hữu cơ,4167,55,Dừa
2996.6,27,Đất đỏ,Truyền thống,Hữu cơ,4479,53,Dừa
2996.6,27,Đất đỏ,Truyền thống,Hữu cơ,3699,53.5,Dừa
3522.8,27.2,Đất đỏ,Truyền thống,Hữu cơ,4904,52.5,Dừa
3522.8,27.2,Đất đỏ,Truyền thống,Hữu cơ,2821,56,Dừa
3522.8,27.2,Đất đỏ,Truyền thống,Hữu cơ,3472,57,Dừa
3729.8,27.1,Đất đỏ,Truyền thống,Hữu cơ,3647,57.5,Dừa
3729.8,27.1,Đất đỏ,Truyền thống,Không sử dụng,393,57,Dừa
3729.8,27.1,Đất đỏ,Truyền thống,Không sử dụng,167,55,Dừa
2746.2,26.8,Đất đỏ,Truyền thống,Không sử dụng,71,56,Dừa
2746.2,26.8,Đất đỏ,Truyền thống,Không sử dụng,52,54,Dừa
2746.2,26.8,Đất đỏ,Truyền thống,Hữu cơ,2570,58,Dừa
3360,37,Đất đỏ,Truyền thống,Hữu cơ,27170,58,Dừa
3360,37,Đất đỏ,Truyền thống,Hữu cơ,114744,59,Dừa
3360,37,Đất đỏ,Truyền thống,Hữu cơ,1402,50,Gừng
3605.4,38,Đất đỏ,Truyền thống,Hữu cơ,23456,54,Gừng
3605.4,38,Đất đỏ,Truyền thống,Hữu cơ,107809,53,Gừng
3605.4,38,Đất đỏ,Hữu cơ,Hữu cơ,1132,59.5,Gừng
3512.4,39,Đất đỏ,Hữu cơ,Hữu cơ,23960,55,Gừng
3512.4,39,Đất đỏ,Hữu cơ,Hữu cơ,126487,53,Gừng
3512.4,39,Đất đỏ,Hữu cơ,Hữu cơ,804,53.5,Gừng
3296,40,Đất đỏ,Hữu cơ,Hữu cơ,30362,52.5,Gừng
3296,40,Đất đỏ,Hữu cơ,Hữu cơ,124492,56,Gừng
3296,40,Đất đỏ,Hữu cơ,Hữu cơ,792,57,Gừng
3550,41,Đất đỏ,Hữu cơ,Hữu cơ,34153,57.5,Gừng
3550,41,Đất phù sa,Hữu cơ,Hữu cơ,2570,57,Gừng
3550,41,Đất phù sa,Hữu cơ,Hữu cơ,27170,55,Gừng
3654,42,Đất phù sa,Hữu cơ,Hữu cơ,114744,56,Gừng
3654,42,Đất phù sa,Hữu cơ,Hữu cơ,1402,54,Gừng
3654,42,Đất phù sa,Truyền thống,Hữu cơ,23456,57,Dừa
233,43,Đất phù sa,Truyền thống,Hữu cơ,107809,57.5,Dừa
233,43,Đất phù sa,Truyền thống,Hữu cơ,1132,57,Dừa
233,27,Đất phù sa,Truyền thống,Hữu cơ,23960,55,Dừa
234,27,Đất phù sa,Truyền thống,Hữu cơ,126487,56,Dừa
234,27,Đất phù sa,Truyền thống,Hữu cơ,804,54,Dừa
234,27,Đất phù sa,Truyền thống,Hữu cơ,30362,58,Dừa
3105,27,Đất phù sa,Truyền thống,Hữu cơ,124492,58,Dừa
3105,27,Đất phù sa,Truyền thống,Hữu cơ,792,59,Dừa
3105,27.2,Đất phù sa,Truyền thống,Hữu cơ,34153,50,Dừa
236,27.2,Đất phù sa,Truyền thống,Hữu cơ,132551,54,Dừa
2903.1,27.2,Đất phù sa,Truyền thống,Hữu cơ,338,53,Dừa
2903.1,27,Đất phù sa,Truyền thống,Hữu cơ,22966,52,Dừa
2903.1,27,Đất phù sa,Truyền thống,Hữu cơ,131763,51,Dừa
2996.6,27,Đất phù sa,Truyền thống,Hữu cơ,404,57,Dừa
2996.6,27,Đất phù sa,Truyền thống,Hữu cơ,24184,57,Dừa
2996.6,27,Đất phù sa,Truyền thống,Hữu cơ,124387,60,Dừa
3522.8,27,Đất phù sa,Truyền thống,Hữu cơ,343,57,Dừa
3522.8,27.2,Đất phù sa,Truyền thống,Hữu cơ,23099,57,Dừa
3522.8,27.2,Đất phù sa,Truyền thống,Hữu cơ,117825.84,54,Dừa
3729.8,27.2,Đất phù sa,Truyền thống,Hữu cơ,336,54.5,Dừa
3729.8,27.1,Khô cằn và sa mạc,Truyền thống,Hữu cơ,22594,56.6,Dừa
3729.8,27.1,Khô cằn và sa mạc,Truyền thống,Hữu cơ,116481.07,55.5,Dừa
2746.2,27.1,Khô cằn và sa mạc,Truyền thống,Hữu cơ,316,58.5,Dừa
2746.2,26.8,Khô cằn và sa mạc,Truyền thống,Hữu cơ,21400,59.5,Dừa
2746.2,26.8,Khô cằn và sa mạc,Truyền thống,Hữu cơ,122102,55,Dừa
3360,26.8,Khô cằn và sa mạc,Truyền thống,Hữu cơ,382,53,Dừa
3360,37,Khô cằn và sa mạc,Truyền thống,Hữu cơ,19578,53.5,Dừa
3360,37,Khô cằn và sa mạc,Truyền thống,Hữu cơ,121037,52.5,Dừa
3605.4,37,Khô cằn và sa mạc,Truyền thống,Hữu cơ,231,56,Dừa
3605.4,38,Khô cằn và sa mạc,Truyền thống,Hữu cơ,18951,57,Dừa
3605.4,38,Khô cằn và sa mạc,Truyền thống,Hữu cơ,110579,57.5,Dừa
3512.4,38,Khô cằn và sa mạc,Truyền thống,Hữu cơ,221,57,Dừa
3512.4,39,Khô cằn và sa mạc,Truyền thống,Hữu cơ,15362,55,Dừa
3512.4,39,Khô cằn và sa mạc,Truyền thống,Hữu cơ,120373,56,Dừa
3296,39,Khô cằn và sa mạc,Truyền thống,Hữu cơ,291,54,Dừa
3296,40,Khô cằn và sa mạc,Truyền thống,Hữu cơ,17231,58,Dừa
3296,40,Khô cằn và sa mạc,Truyền thống,Hữu cơ,119359,58,Dừa
3550,40,Khô cằn và sa mạc,Truyền thống,Hữu cơ,283,59,Dừa
3550,41,Khô cằn và sa mạc,Truyền thống,Hữu cơ,17690,50,Dừa
3550,41,Khô cằn và sa mạc,Truyền thống,Hữu cơ,7157,54,Dừa
3654,41,Khô cằn và sa mạc,Truyền thống,Hữu cơ,8700,53,Dừa
3654,42,Khô cằn và sa mạc,Truyền thống,Hữu cơ,41266,52,Dừa
3654,42,Khô cằn và sa mạc,Truyền thống,Hữu cơ,8838,51,Dừa
233,42,Khô cằn và sa mạc,Hữu cơ,Không sử dụng,8954,57,Dừa
233,43,Khô cằn và sa mạc,Hữu cơ,Không sử dụng,42915,57,Dừa
233,27,Đen,Hữu cơ,Không sử dụng,9230,60,Dừa
234,27,Đen,Hữu cơ,Không sử dụng,44313,57,Dừa
234,27,Đen,Hữu cơ,Không sử dụng,45820,57,Dừa
234,27,Đen,Hữu cơ,Không sử dụng,49084,54,Dừa
3105,27,Đen,Hữu cơ,Không sử dụng,86311,54.5,Dừa
3105,27,Đen,Hữu cơ,Không sử dụng,57642,56.6,Dừa
3105,27.2,Đen,Hữu cơ,Không sử dụng,58405,55.5,Dừa
236,27.2,Đen,Hữu cơ,Không sử dụng,60751,58.5,Dừa
236,27.2,Đen,Hữu cơ,Không sử dụng,109506,59.5,Dừa
321,27,Đen,Hữu cơ,Không sử dụng,114,55,Dừa
3654,27,Đen,Hữu cơ,Không sử dụng,3,53,Dừa
323,27,Đen,Hữu cơ,Không sử dụng,95,53.5,Dừa
324,27,Đen,Hữu cơ,Không sử dụng,19,52.5,Dừa
3105,27,Đen,Hữu cơ,Không sử dụng,54,56,Dừa
326,27,Đen,Hữu cơ,Không sử dụng,13,57,Dừa
327,27.2,Đen,Hữu cơ,Không sử dụng,123,57.5,Dừa
328,27.2,Đen,Hữu cơ,Không sử dụng,19,57,Dừa
2903.1,27.2,Đen,Hữu cơ,Không sử dụng,32,55,Dừa
2903.1,27.1,Đen,Hữu cơ,Không sử dụng,8,56,Dừa
2903.1,27.1,Đen,Hữu cơ,Không sử dụng,50,54,Dừa
2996.6,27.1,Đen,Hữu cơ,Không sử dụng,10,58,Dừa
2996.6,26.8,Đen,Hữu cơ,Không sử dụng,29,58,Dừa
2996.6,26.8,Đen,Hữu cơ,Không sử dụng,44,59,Dừa
3522.8,26.8,Đen,Hữu cơ,Không sử dụng,33,50,Dừa
3522.8,37,Đen,Hữu cơ,Không sử dụng,14,54,Dừa
3522.8,37,Đất đỏ,Hữu cơ,Không sử dụng,56,53,Dừa
3729.8,37,Đất đỏ,Hữu cơ,Không sử dụng,26,52,Dừa
3729.8,38,Đất đỏ,Hữu cơ,Không sử dụng,98,51,Dừa
3729.8,38,Đất đỏ,Hữu cơ,Không sử dụng,3,57,Dừa
2746.2,38,Đất đỏ,Hữu cơ,Không sử dụng,58637,57,Dừa
2746.2,39,Đất đỏ,Hữu cơ,Không sử dụng,59777,60,Dừa
2746.2,39,Đất đỏ,Hữu cơ,Không sử dụng,60528,57,Dừa
3360,39,Đất đỏ,Hữu cơ,Không sử dụng,61126,57,Dừa
3360,40,Đất đỏ,Hữu cơ,Không sử dụng,623687,54,Dừa
3360,40,Đất đỏ,Hữu cơ,Không sử dụng,63504,54.5,Dừa
3605.4,40,Đất đỏ,Hữu cơ,Không sử dụng,63931,56.6,Dừa
3605.4,41,Đất đỏ,Hữu cơ,Không sử dụng,73730,55.5,Dừa
3605.4,41,Đất đỏ,Hữu cơ,Không sử dụng,118416,58.5,Dừa
3512.4,41,Đất đỏ,Hữu cơ,Không sử dụng,130132,59.5,Dừa
3512.4,42,Đất đỏ,Hữu cơ,Không sử dụng,154889,55,Dừa
3512.4,42,Đất đỏ,Hữu cơ,Không sử dụng,171739,53,Dừa
3296,42,Đất đỏ,Truyền thống,Hữu cơ,172475,53.5,Dừa
3296,43,Đất đỏ,Truyền thống,Hữu cơ,177939,52.5,Dừa
3296,43,Đất đỏ,Truyền thống,Hữu cơ,313547,56,Dừa
3550,128,Đất đỏ,Truyền thống,Hữu cơ,2783,57,Dừa
3550,129,Đất đỏ,Truyền thống,Hữu cơ,1533,57.5,Dừa
3550,130,Đất đỏ,Truyền thống,Hữu cơ,1647,57,Dừa
3654,131,Đất đỏ,Truyền thống,Hữu cơ,975,55,Dừa
3654,132,Đất đỏ,Truyền thống,Không sử dụng,2,56,Dừa
3654,133,Đất đỏ,Truyền thống,Không sử dụng,836,54,Dừa
233,134,Đất phù sa,Truyền thống,Không sử dụng,806,58,Dừa
233,135,Đất phù sa,Truyền thống,Không sử dụng,880,58,Dừa
233,136,Đất phù sa,Truyền thống,Không sử dụng,770,59,Dừa
234,137,Đất phù sa,Truyền thống,Không sử dụng,395,50,Dừa
234,138,Đất phù sa,Truyền thống,Không sử dụng,187,54,Dừa
234,139,Đất phù sa,Truyền thống,Không sử dụng,187,53,Dừa
3105,140,Đất phù sa,Truyền thống,Không sử dụng,121,52,Dừa
3105,141,Đất phù sa,Truyền thống,Không sử dụng,103,51,Dừa
3105,142,Đất phù sa,Truyền thống,Không sử dụng,71,57,Dừa
236,143,Đất phù sa,Truyền thống,Không sử dụng,3961,57,Dừa
236,144,Đất phù sa,Truyền thống,Không sử dụng,4247,60,Dừa
2903.1,27,Đất phù sa,Truyền thống,Không sử dụng,3290,57,Dừa
2903.1,27,Đất phù sa,Truyền thống,Không sử dụng,3138,57,Dừa
2903.1,27,Đất phù sa,Truyền thống,Không sử dụng,3423,54,Dừa
2996.6,27,Đất phù sa,Truyền thống,Không sử dụng,3899,54.5,Dừa
2996.6,27,Đất phù sa,Truyền thống,Không sử dụng,4015,56.6,Dừa
2996.6,27,Đất phù sa,Truyền thống,Không sử dụng,4279,55.5,Dừa
3522.8,27.2,Đất phù sa,Truyền thống,Không sử dụng,4167,58.5,Dừa
3522.8,27.2,Đất phù sa,Truyền thống,Không sử dụng,4479,59.5,Dừa
3522.8,27.2,Đất phù sa,Truyền thống,Không sử dụng,3699,55,Dừa
2903.1,27,Đất phù sa,Truyền thống,Không sử dụng,4904,53,Dừa
2903.1,27,Đất phù sa,Truyền thống,Không sử dụng,2821,53.5,Dừa
2903.1,27,Đất phù sa,Truyền thống,Không sử dụng,3472,52.5,Dừa
2996.6,27,Đất phù sa,Truyền thống,Không sử dụng,3647,56,Dừa
2996.6,27,Đất phù sa,Truyền thống,Không sử dụng,393,57,Dừa
2996.6,27,Đất pha cát,Truyền thống,Không sử dụng,167,57.5,Dừa
3522.8,27.2,Đất pha cát,Truyền thống,Không sử dụng,71,57,Dừa
3522.8,27.2,Đất pha cát,Truyền thống,Không sử dụng,52,55,Dừa
3522.8,27.2,Đất pha cát,Truyền thống,Không sử dụng,12,56,Dừa
3729.8,27.1,Đất pha cát,Truyền thống,Không sử dụng,51,54,Dừa
3729.8,27.1,Đất pha cát,Truyền thống,Không sử dụng,61,58,Dừa
3729.8,27.1,Đất pha cát,Truyền thống,Không sử dụng,67,58,Dừa
2746.2,26.8,Đất pha cát,Truyền thống,Không sử dụng,62,59,Dừa
2746.2,26.8,Đất pha cát,Truyền thống,Không sử dụng,32,50,Dừa
2746.2,26.8,Đất pha cát,Truyền thống,Không sử dụng,22,54,Dừa
3360,37,Đất pha cát,Truyền thống,Hữu cơ,25,53,Ca cao
3360,37,Đất pha cát,Truyền thống,Hữu cơ,4,52,Ca cao
3360,37,Đất pha cát,Truyền thống,Hữu cơ,9,51,Ca cao
3605.4,38,Đất pha cát,Truyền thống,Hữu cơ,12,57,Ca cao
3605.4,38,Đất pha cát,Truyền thống,Hữu cơ,2089,57,Ca cao
3605.4,38,Đất pha cát,Truyền thống,Hữu cơ,2810,60,Ca cao
3512.4,39,Đất pha cát,Công nghệ cao,Vô cơ,841,57,Coffee
3512.4,39,Đất pha cát,Công nghệ cao,Vô cơ,3550,57,Coffee
3512.4,39,Đất pha cát,Công nghệ cao,Vô cơ,109,54,Coffee
3296,40,Đất pha cát,Công nghệ cao,Vô cơ,3368,54.5,Coffee
3296,40,Đất pha cát,Công nghệ cao,Vô cơ,3671,56.6,Coffee
3296,40,Đất pha cát,Công nghệ cao,Vô cơ,2404,55.5,Coffee
3550,41,Đất pha cát,Công nghệ cao,Vô cơ,2805,58.5,Coffee
3550,41,Đất pha cát,Công nghệ cao,Vô cơ,2331,59.5,Coffee
3550,41,Đất pha cát,Công nghệ cao,Vô cơ,2088,55,Coffee
3654,42,Đất sét,Truyền thống,Vô cơ,2628,53,Coffee
3654,42,Đất sét,Truyền thống,Vô cơ,1939,53.5,Coffee
3654,42,Đất sét,Truyền thống,Vô cơ,1871,52.5,Coffee
233,43,Đất sét,Truyền thống,Vô cơ,1868,56,Coffee
233,43,Đất sét,Truyền thống,Vô cơ,127919,57,Coffee
233,27,Đất sét,Truyền thống,Vô cơ,75340,57.5,Coffee
234,27,Đất sét,Truyền thống,Vô cơ,29170,57,Thảo quả
234,27,Đất sét,Truyền thống,Vô cơ,1901,55,Thảo quả
234,27,Đất sét,Truyền thống,Vô cơ,972,56,Thảo quả
3105,27,Đất sét,Truyền thống,Vô cơ,874,54,Thảo quả
3105,27,Đất sét,Truyền thống,Vô cơ,592,58,Thảo quả
3105,27.2,Đất sét,Truyền thống,Vô cơ,864,58,Thảo quả
236,27.2,Đất sét,Truyền thống,Vô cơ,5373,59,Thảo quả
236,27.2,Đất sét,Truyền thống,Vô cơ,6589,50,Thảo quả
2903.1,27,Đất sét,Truyền thống,Vô cơ,5107,54,Thảo quả
2903.1,27,Đất sét,Truyền thống,Vô cơ,5518,53,Thảo quả
2903.1,27,Đất sét,Truyền thống,Vô cơ,4912,52,Thảo quả
2996.6,27,Đất sét,Truyền thống,Vô cơ,3830,51,Thảo quả
2996.6,27,Đất sét,Truyền thống,Vô cơ,4,57,Thảo quả
2996.6,27,Đất sét,Truyền thống,Vô cơ,9,57,Thảo quả
3522.8,27.2,Đất sét,Truyền thống,Vô cơ,12,60,Thảo quả
3522.8,27.2,Đất sét,Truyền thống,Hữu cơ,2089,57,Tiêu
3522.8,27.2,Đất sét,Truyền thống,Hữu cơ,2810,57,Tiêu
2903.1,27.1,Đất sét,Truyền thống,Hữu cơ,841,54,Tiêu
2903.1,27.1,Đất sét,Truyền thống,Hữu cơ,3550,54.5,Tiêu
2903.1,27.1,Đất sét,Truyền thống,Hữu cơ,109,56.6,Tiêu
2996.6,26.8,Đất sét,Truyền thống,Hữu cơ,3368,55.5,Tiêu
2996.6,26.8,Đất sét,Truyền thống,Hữu cơ,3671,58.5,Tiêu
2996.6,26.8,Đất sét,Truyền thống,Hữu cơ,2404,59.5,Tiêu
3522.8,37,Đất sét,Hữu cơ,Hữu cơ,2805,55,Tiêu
3522.8,37,Đất pha cát,Hữu cơ,Hữu cơ,2331,53,Tiêu
3522.8,37,Đất pha cát,Hữu cơ,Hữu cơ,2088,53.5,Tiêu
3729.8,38,Đất pha cát,Hữu cơ,Hữu cơ,2628,52.5,Tiêu
3729.8,38,Đất pha cát,Hữu cơ,Hữu cơ,1939,56,Tiêu
3729.8,38,Đất pha cát,Hữu cơ,Hữu cơ,1871,57,Tiêu
2746.2,39,Đất pha cát,Hữu cơ,Hữu cơ,1868,57.5,Tiêu
2746.2,39,Đất pha cát,Hữu cơ,Không sử dụng,127919,57,Cau
2746.2,39,Đất pha cát,Hữu cơ,Không sử dụng,75340,55,Cau
3360,40,Đất pha cát,Hữu cơ,Không sử dụng,29170,56,Cau
3360,40,Đất pha cát,Hữu cơ,Không sử dụng,1901,54,Cau
3360,40,Đất pha cát,Hữu cơ,Không sử dụng,972,58,Cau
3605.4,41,Đất pha cát,Hữu cơ,Không sử dụng,874,58,Cau
3605.4,41,Đất pha cát,Hữu cơ,Không sử dụng,592,59,Cau
3605.4,41,Đất pha cát,Hữu cơ,Không sử dụng,864,50,Cau
3512.4,42,Đất pha cát,Hữu cơ,Không sử dụng,5373,54,Cau
3512.4,42,Đất pha cát,Hữu cơ,Không sử dụng,6589,53,Cau
3512.4,42,Đất pha cát,Hữu cơ,Không sử dụng,5107,52,Cau
3296,43,Đất pha cát,Hữu cơ,Không sử dụng,5518,51,Cau
3296,27,Đất pha cát,Hữu cơ,Không sử dụng,4912,57,Cau
3296,27,Đất pha cát,Hữu cơ,Không sử dụng,3830,57,Cau
3550,27,Đất pha cát,Hữu cơ,Không sử dụng,4,60,Cau
3550,27,Đất pha cát,Hữu cơ,Hữu cơ,9,57,Gừng
3550,27,Đất pha cát,Hữu cơ,Hữu cơ,12,57,Gừng
3654,27,Đất pha cát,Hữu cơ,Hữu cơ,2089,54,Gừng
